id	C4	C13	C37	C50	C59	C75	C78	C86	C118	C123	C135	C160	C176	C190	C215	C245	C258	C259	C261	C262	C278	C289	C291	C321	C324	C338	C339	C341	C347	C402	C408	C436	C472	C475	C476	C481	C504	C1167	C1248	C1262	C1286	C1292	C1345	C1349	C1358	C1390	C1391	C1510	C1541	C1548	C1549	C1552	C1564	C1669	C1712	C1765	C1796	C1970	C1985	C2048	C2124	C2309	C2343	C2448	C2449	C2646	C2947	C3082	C3403	C3450	C3473	C3679	C3854	C3879	C3884	C4073	C4103	C4131	C4136
3465	0.000	0.000	0.000	0.102	0.000	0.000	0.000	0.052	0.070	0.013	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.960	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.016	0.000	0.011	0.000	0.000	0.000	0.015	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.962	0.001	0.000	0.966	0.040	0.007	0.000	0.000	0.000	0.000	0.005	0.000	0.000	0.001	0.000	0.000	0.081	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.951	0.029	0.000	0.001	0.012
3467	0.000	0.000	0.010	0.106	0.003	0.000	0.000	0.226	0.132	0.281	0.014	0.001	0.709	0.260	0.000	0.000	0.001	0.004	0.112	0.000	0.000	0.000	0.000	0.606	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.002	0.004	0.049	0.000	0.029	0.207	0.000	0.025	0.014	0.000	0.632	0.005	0.003	0.494	0.001	0.000	0.001	0.000	0.000	0.000	0.046	0.003	0.000	0.000	0.002	0.021	0.000	0.000	0.000	0.508	0.000	0.000	0.023	0.000	0.000	0.181	0.000	0.002	0.005	0.000	0.000	0.030	0.000	0.361	0.001	0.065
3468	0.000	0.000	0.001	0.205	0.000	0.000	0.000	0.237	0.472	0.031	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.208	0.015	0.001	0.000	0.000	0.000	0.001	0.027	0.000	0.012	0.002	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.097	0.001	0.079	0.000	0.000	0.000	0.652	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.001	0.020	0.090	0.000	0.653	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.001	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.033
3469	0.000	0.000	0.001	0.010	0.000	0.000	0.000	0.011	0.012	0.002	0.001	0.000	0.000	0.010	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.002	0.269	0.000	0.000	0.000	0.205	0.000	0.001	0.000	0.000	0.000	0.000	0.461	0.023	0.001	0.000	0.029	0.403	0.000	0.013	0.000	0.000	0.000	0.066	0.010	0.000	0.002	0.000	0.000	0.046	0.000	0.000	0.001	0.000	0.000	0.000	0.011	0.000	0.010	0.065	0.004	0.000	0.014
3470	0.951	0.052	0.000	0.005	0.000	0.507	0.361	0.003	0.006	0.001	0.000	0.007	0.000	0.001	0.001	0.232	0.000	0.000	0.000	0.001	0.995	0.441	0.027	0.000	0.017	0.000	0.000	0.001	0.050	0.000	0.000	0.608	0.001	0.018	0.000	0.001	0.000	0.269	0.000	0.109	0.000	0.003	0.383	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.022	0.001	0.000	0.473	0.000	0.005	0.000	0.000	0.511	0.001	0.496	0.368	0.152	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.180	0.006	0.000	0.005	0.933	0.605
3471	0.000	0.000	0.000	0.050	0.000	0.000	0.000	0.006	0.191	0.001	0.000	0.000	0.001	0.000	0.004	0.000	0.000	0.131	0.004	0.504	0.000	0.000	0.000	0.001	0.134	0.438	0.421	0.417	0.000	0.000	0.000	0.000	0.122	0.001	0.000	0.011	0.021	0.109	0.000	0.000	0.000	0.121	0.000	0.000	0.118	0.000	0.000	0.000	0.000	0.004	0.085	0.000	0.000	0.530	0.062	0.001	0.000	0.000	0.020	0.001	0.000	0.000	0.001	0.000	0.000	0.090	0.138	0.093	0.000	0.000	0.000	0.000	0.001	0.000	0.002	0.000	0.001	0.000	0.010
3472	0.000	0.000	0.022	0.076	0.008	0.000	0.000	0.005	0.109	0.004	0.034	0.001	0.136	0.826	0.001	0.000	0.000	0.000	0.010	0.000	0.000	0.000	0.000	0.290	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.001	0.009	0.006	0.000	0.279	0.018	0.000	0.017	0.001	0.000	0.140	0.034	0.014	0.955	0.007	0.000	0.000	0.000	0.000	0.000	0.091	0.001	0.000	0.000	0.182	0.007	0.000	0.000	0.000	0.126	0.000	0.000	0.377	0.000	0.000	0.004	0.000	0.002	0.631	0.000	0.000	0.003	0.000	0.241	0.000	0.021
3473	0.000	0.020	0.000	0.010	0.000	0.636	0.373	0.020	0.124	0.002	0.000	0.227	0.001	0.000	0.000	0.032	0.000	0.000	0.000	0.000	0.999	0.003	0.381	0.003	0.001	0.000	0.001	0.001	0.020	0.000	0.000	0.321	0.005	0.019	0.000	0.016	0.000	0.007	0.000	0.004	0.000	0.007	0.579	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.116	0.002	0.000	0.042	0.000	0.000	0.000	0.000	0.214	0.000	0.150	0.045	0.019	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.046	0.015	0.000	0.000	0.971	0.787
3474	0.000	0.002	0.001	0.064	0.000	0.003	0.002	0.164	0.170	0.002	0.002	0.752	0.001	0.002	0.061	0.000	0.000	0.009	0.003	0.001	0.999	0.000	0.001	0.005	0.020	0.001	0.001	0.001	0.002	0.000	0.000	0.004	0.096	0.199	0.002	0.024	0.000	0.063	0.000	0.000	0.001	0.023	0.003	0.001	0.037	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.012	0.292	0.050	0.005	0.000	0.000	0.003	0.013	0.001	0.001	0.001	0.003	0.001	0.092	0.000	0.000	0.001	0.000	0.001	0.000	0.004	0.000	0.806	0.008	0.001	0.819	0.091
3475	0.000	0.012	0.000	0.029	0.000	0.985	0.004	0.015	0.059	0.001	0.000	0.746	0.000	0.001	0.002	0.002	0.000	0.001	0.000	0.000	1.000	0.748	0.954	0.000	0.165	0.000	0.000	0.000	0.012	0.993	0.949	0.004	0.001	0.006	0.000	0.009	0.000	0.059	0.000	0.010	0.000	0.033	0.993	0.001	0.001	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.001	0.234	0.002	0.000	0.002	0.000	0.006	0.000	0.000	0.003	0.002	0.345	0.289	0.505	0.000	0.000	0.001	0.750	0.000	0.000	0.000	0.008	0.251	0.000	0.003	0.945	0.860
3476	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.001	0.035	0.001	0.000	0.000	0.002	0.002	0.013	0.000	0.000	0.000	0.000	0.364	0.000	0.000	0.000	0.002	0.762	0.046	0.017	0.361	0.000	0.000	0.000	0.000	0.276	0.002	0.000	0.001	0.001	0.040	0.001	0.000	0.000	0.005	0.000	0.003	0.041	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.067	0.217	0.000	0.000	0.000	0.088	0.000	0.000	0.000	0.001	0.000	0.000	0.007	0.006	0.393	0.000	0.000	0.001	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.010
3477	0.000	0.000	0.020	0.024	0.005	0.000	0.000	0.013	0.031	0.008	0.033	0.000	0.033	0.376	0.484	0.000	0.000	0.726	0.030	0.000	0.000	0.000	0.000	0.030	0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.010	0.005	0.000	0.524	0.009	0.000	0.026	0.133	0.000	0.069	0.003	0.005	0.410	0.436	0.000	0.776	0.000	0.000	0.658	0.201	0.015	0.023	0.000	0.592	0.003	0.807	0.024	0.000	0.026	0.000	0.000	0.381	0.000	0.000	0.008	0.000	0.010	0.313	0.027	0.000	0.878	0.049	0.098	0.000	0.012
3478	0.000	0.000	0.000	0.046	0.000	0.000	0.000	0.002	0.046	0.002	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.002	0.000	0.934	0.000	0.000	0.000	0.001	0.136	0.517	0.252	0.132	0.000	0.000	0.000	0.000	0.069	0.001	0.000	0.005	0.002	0.012	0.000	0.000	0.000	0.009	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.127	0.011	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.001	0.000	0.000	0.007	0.004	0.857	0.001	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.007
3480	0.000	0.000	0.002	0.014	0.000	0.000	0.000	0.064	0.102	0.011	0.031	0.000	0.001	0.003	0.000	0.000	0.000	0.003	0.004	0.000	0.000	0.000	0.000	0.005	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.016	0.000	0.000	0.059	0.008	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.001	0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.047
3481	0.000	0.000	0.000	0.005	0.000	0.000	0.000	0.009	0.028	0.001	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.931	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.051	0.000	0.000	0.000	0.209	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.928	0.000	0.000	0.878	0.414	0.000	0.001	0.000	0.000	0.000	0.963	0.001	0.000	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.035	0.831	0.000	0.001	0.008
3482	0.000	0.000	0.000	0.438	0.000	0.000	0.000	0.017	0.038	0.002	0.000	0.001	0.001	0.000	0.012	0.000	0.000	0.000	0.002	0.002	0.000	0.000	0.000	0.001	0.219	0.001	0.001	0.002	0.000	0.000	0.000	0.000	0.011	0.002	0.000	0.008	0.000	0.195	0.000	0.000	0.000	0.007	0.000	0.001	0.006	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.074	0.017	0.010	0.000	0.000	0.011	0.000	0.006	0.000	0.001	0.000	0.000	0.133	0.000	0.002	0.000	0.000	0.001	0.000	0.006	0.000	0.005	0.000	0.000	0.001	0.015
3483	0.000	0.000	0.021	0.066	0.001	0.000	0.000	0.029	0.020	0.012	0.129	0.000	0.006	0.026	0.000	0.000	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.044	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.034	0.000	0.003	0.003	0.000	0.448	0.000	0.000	0.005	0.001	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.000	0.000	0.021	0.000	0.001	0.000	0.000	0.000	0.002	0.000	0.001	0.000	0.047
3484	0.000	0.000	0.020	0.030	0.000	0.000	0.000	0.003	0.002	0.009	0.014	0.000	0.001	0.453	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.001	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.000	0.155	0.000	0.000	0.008	0.005	0.000	0.001	0.000	0.001	0.998	0.988	0.001	0.000	0.000	0.000	0.000	0.245	0.000	0.316	0.000	0.276	0.000	0.000	0.426	0.000	0.002	0.000	0.000	0.172	0.000	0.000	0.010	0.000	0.001	0.217	0.350	0.000	0.001	0.001	0.586	0.000	0.014
3485	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.011	0.114	0.007	0.000	0.000	0.001	0.000	0.002	0.000	0.057	0.583	0.001	0.009	0.000	0.000	0.000	0.002	0.398	0.003	0.001	0.003	0.000	0.000	0.000	0.000	0.009	0.001	0.000	0.007	0.001	0.332	0.000	0.000	0.000	0.242	0.000	0.001	0.016	0.000	0.000	0.000	0.000	0.001	0.015	0.067	0.001	0.232	0.007	0.001	0.000	0.000	0.292	0.036	0.001	0.000	0.001	0.000	0.000	0.554	0.000	0.001	0.002	0.000	0.000	0.002	0.001	0.000	0.003	0.000	0.001	0.001	0.014
3486	0.000	0.000	0.000	0.049	0.000	0.000	0.000	0.017	0.021	0.005	0.000	0.000	0.001	0.001	0.013	0.000	0.000	0.001	0.000	0.117	0.000	0.000	0.000	0.001	0.870	0.010	0.002	0.126	0.000	0.000	0.000	0.000	0.067	0.002	0.000	0.004	0.023	0.253	0.000	0.000	0.000	0.002	0.000	0.001	0.013	0.000	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.029	0.051	0.003	0.000	0.000	0.430	0.000	0.001	0.000	0.001	0.000	0.000	0.159	0.073	0.023	0.001	0.000	0.000	0.000	0.002	0.000	0.001	0.000	0.000	0.000	0.009
3487	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.002	0.083	0.000	0.000	0.000	0.001	0.000	0.013	0.000	0.000	0.000	0.000	0.903	0.000	0.000	0.000	0.001	0.146	0.219	0.495	0.336	0.000	0.000	0.000	0.000	0.071	0.000	0.000	0.002	0.002	0.005	0.000	0.000	0.000	0.002	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.052	0.059	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.009	0.013	0.712	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.008
3489	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.100	0.001	0.000	0.000	0.002	0.000	0.000	0.000	0.001	0.899	0.000	0.678	0.000	0.000	0.000	0.001	0.003	0.199	0.248	0.324	0.000	0.000	0.000	0.000	0.010	0.002	0.000	0.000	0.001	0.015	0.000	0.000	0.000	0.077	0.000	0.000	0.009	0.000	0.000	0.000	0.000	0.002	0.010	0.007	0.001	0.472	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.392	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.008
3490	0.911	0.009	0.002	0.045	0.000	0.094	0.002	0.035	0.048	0.010	0.033	0.317	0.485	0.269	0.000	0.000	0.001	0.000	0.004	0.000	0.994	0.001	0.011	0.485	0.000	0.000	0.000	0.000	0.009	0.001	0.002	0.035	0.002	0.036	0.001	0.013	0.000	0.040	0.063	0.000	0.038	0.005	0.147	0.092	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.085	0.001	0.000	0.000	0.000	0.002	0.000	0.000	0.001	0.255	0.039	0.008	0.020	0.000	0.000	0.008	0.005	0.000	0.000	0.000	0.002	0.034	0.000	0.294	0.746	0.383
3491	0.000	0.000	0.003	0.014	0.000	0.000	0.000	0.010	0.005	0.004	0.001	0.000	0.000	0.002	0.001	0.000	0.000	0.020	0.001	0.000	0.000	0.000	0.000	0.000	0.037	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.007	0.002	0.035	0.000	0.000	0.000	0.068	0.000	0.001	0.000	0.000	0.000	0.000	0.993	0.003	0.001	0.000	0.001	0.328	0.001	0.079	0.000	0.000	0.000	0.005	0.049	0.000	0.001	0.000	0.000	0.015	0.000	0.000	0.002	0.000	0.001	0.000	0.087	0.000	0.004	0.002	0.002	0.000	0.009
3493	0.814	0.865	0.000	0.013	0.000	0.001	0.003	0.001	0.010	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.999	0.000	0.000	0.000	0.022	0.000	0.000	0.000	0.865	0.462	0.249	0.005	0.000	0.043	0.000	0.001	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.000	0.925	0.908	0.003	0.000	0.000	0.000	0.268	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.062	0.013
3494	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.006	0.162	0.007	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.023	0.006	0.037	0.000	0.000	0.000	0.000	0.894	0.009	0.002	0.029	0.000	0.000	0.000	0.000	0.009	0.000	0.000	0.005	0.007	0.427	0.000	0.000	0.000	0.374	0.000	0.001	0.004	0.000	0.000	0.000	0.000	0.004	0.019	0.000	0.002	0.151	0.007	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.046	0.015	0.004	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006
3495	0.000	0.000	0.000	0.014	0.000	0.000	0.000	0.001	0.006	0.001	0.000	0.000	0.000	0.000	0.005	0.000	0.000	0.981	0.000	0.000	0.000	0.000	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.000	0.013	0.000	0.000	0.000	0.844	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.982	0.000	0.000	0.981	0.589	0.000	0.001	0.000	0.000	0.000	0.988	0.001	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.610	0.938	0.000	0.000	0.003
3496	0.000	0.000	0.000	0.068	0.000	0.000	0.000	0.008	0.046	0.005	0.000	0.000	0.001	0.000	0.005	0.000	0.000	0.003	0.002	0.225	0.000	0.000	0.000	0.001	0.536	0.051	0.282	0.250	0.000	0.000	0.000	0.000	0.023	0.001	0.000	0.006	0.152	0.469	0.000	0.000	0.000	0.017	0.000	0.000	0.010	0.000	0.000	0.000	0.001	0.000	0.003	0.000	0.000	0.219	0.021	0.001	0.000	0.000	0.096	0.001	0.001	0.000	0.002	0.000	0.000	0.242	0.263	0.032	0.002	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.013
3498	0.000	0.000	0.000	0.111	0.000	0.000	0.000	0.017	0.125	0.008	0.000	0.000	0.002	0.001	0.004	0.000	0.000	0.020	0.002	0.006	0.000	0.000	0.000	0.005	0.106	0.010	0.008	0.001	0.000	0.000	0.000	0.000	0.029	0.001	0.000	0.008	0.002	0.358	0.000	0.000	0.000	0.073	0.000	0.002	0.029	0.000	0.000	0.000	0.000	0.023	0.002	0.000	0.017	0.259	0.017	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.003	0.000	0.000	0.037	0.000	0.001	0.002	0.000	0.000	0.000	0.000	0.000	0.008	0.000	0.003	0.001	0.021
3499	0.000	0.000	0.005	0.003	0.000	0.000	0.000	0.001	0.001	0.001	0.011	0.000	0.000	0.888	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.947	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.994	0.005	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.246	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.523	0.000	0.000	0.001	0.000	0.000	0.912	0.000	0.000	0.000	0.000	0.533	0.000	0.008
3500	0.000	0.000	0.002	0.030	0.000	0.000	0.000	0.010	0.221	0.015	0.000	0.000	0.005	0.000	0.000	0.000	0.052	0.979	0.001	0.051	0.000	0.000	0.000	0.012	0.536	0.026	0.047	0.002	0.000	0.000	0.000	0.000	0.004	0.001	0.001	0.021	0.046	0.040	0.001	0.000	0.000	0.040	0.000	0.002	0.001	0.000	0.001	0.000	0.000	0.045	0.035	0.188	0.003	0.318	0.002	0.000	0.000	0.000	0.009	0.002	0.000	0.000	0.000	0.000	0.000	0.018	0.030	0.006	0.010	0.000	0.001	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.017
3501	0.000	0.000	0.004	0.157	0.002	0.000	0.000	0.035	0.013	0.019	0.183	0.000	0.195	0.186	0.004	0.000	0.000	0.007	0.010	0.001	0.000	0.000	0.000	0.140	0.060	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.056	0.000	0.003	0.012	0.000	0.228	0.072	0.000	0.366	0.006	0.000	0.305	0.034	0.003	0.128	0.000	0.000	0.005	0.000	0.000	0.004	0.074	0.016	0.000	0.000	0.012	0.013	0.000	0.000	0.000	0.028	0.000	0.000	0.168	0.000	0.000	0.018	0.000	0.002	0.134	0.000	0.000	0.020	0.000	0.005	0.000	0.026
3502	0.000	0.000	0.001	0.129	0.000	0.000	0.000	0.056	0.071	0.031	0.000	0.000	0.001	0.001	0.011	0.000	0.000	0.011	0.004	0.035	0.000	0.000	0.000	0.002	0.276	0.066	0.017	0.038	0.000	0.000	0.000	0.000	0.196	0.001	0.001	0.030	0.001	0.630	0.000	0.000	0.000	0.079	0.000	0.002	0.078	0.000	0.000	0.000	0.000	0.009	0.005	0.000	0.005	0.312	0.110	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.054	0.000	0.013	0.005	0.000	0.001	0.001	0.001	0.000	0.010	0.000	0.001	0.002	0.038
3503	0.000	0.000	0.002	0.030	0.001	0.000	0.000	0.004	0.005	0.000	0.003	0.000	0.394	0.108	0.035	0.000	0.000	0.003	0.012	0.001	0.000	0.000	0.000	0.254	0.035	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.002	0.001	0.002	0.002	0.002	0.087	0.012	0.000	0.001	0.034	0.000	0.547	0.005	0.002	0.000	0.000	0.868	0.002	0.000	0.000	0.005	0.088	0.001	0.003	0.000	0.001	0.002	0.008	0.001	0.000	0.601	0.000	0.000	0.216	0.000	0.000	0.001	0.000	0.002	0.001	0.002	0.000	0.018	0.007	0.029	0.001	0.014
3504	0.000	0.000	0.009	0.156	0.001	0.000	0.000	0.044	0.227	0.208	0.039	0.000	0.013	0.158	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.078	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.002	0.027	0.000	0.017	0.004	0.000	0.085	0.000	0.000	0.003	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.008	0.000	0.000	0.002	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.038	0.000	0.013	0.001	0.068
3505	0.000	0.000	0.000	0.121	0.000	0.000	0.000	0.029	0.057	0.002	0.001	0.001	0.000	0.001	0.016	0.000	0.000	0.855	0.001	0.003	0.000	0.000	0.000	0.000	0.160	0.001	0.000	0.001	0.000	0.000	0.000	0.000	0.010	0.000	0.001	0.005	0.000	0.031	0.000	0.000	0.000	0.238	0.000	0.001	0.007	0.000	0.000	0.000	0.008	0.882	0.000	0.000	0.851	0.560	0.007	0.003	0.000	0.000	0.059	0.898	0.001	0.000	0.001	0.000	0.000	0.069	0.000	0.000	0.000	0.000	0.001	0.000	0.002	0.000	0.858	0.589	0.000	0.001	0.007
3506	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.003	0.028	0.008	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.901	0.000	0.000	0.000	0.000	0.266	0.005	0.457	0.552	0.000	0.000	0.000	0.000	0.006	0.001	0.000	0.004	0.174	0.040	0.000	0.000	0.000	0.019	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.033	0.001	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.000	0.000	0.000	0.043	0.956	0.019	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.009
3507	0.000	0.000	0.029	0.331	0.000	0.000	0.001	0.470	0.172	0.666	0.015	0.001	0.003	0.064	0.000	0.000	0.005	0.001	0.454	0.000	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.440	0.000	0.012	0.000	0.000	0.052	0.012	0.000	0.001	0.000	0.001	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.186	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.004	0.000	0.000	0.726	0.000	0.001	0.001	0.000	0.000	0.242	0.000	0.081	0.001	0.481
3508	0.000	0.000	0.354	0.031	0.355	0.000	0.000	0.021	0.016	0.002	0.071	0.000	0.039	0.151	0.055	0.000	0.000	0.025	0.882	0.002	0.000	0.000	0.000	0.023	0.723	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.815	0.000	0.487	0.003	0.000	0.005	0.004	0.000	0.042	0.951	0.000	0.056	0.614	0.355	0.000	0.000	0.001	0.021	0.000	0.000	0.027	0.853	0.174	0.005	0.000	0.000	0.007	0.046	0.001	0.000	0.004	0.000	0.000	0.053	0.000	0.000	0.002	0.000	0.271	0.000	0.006	0.000	0.142	0.110	0.007	0.000	0.007
3509	0.000	0.000	0.000	0.050	0.000	0.000	0.000	0.003	0.031	0.000	0.001	0.000	0.000	0.002	0.000	0.000	0.000	0.003	0.001	0.271	0.000	0.000	0.000	0.000	0.023	0.440	0.269	0.003	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.005	0.004	0.050	0.000	0.000	0.000	0.008	0.000	0.000	0.009	0.000	0.000	0.000	0.000	0.005	0.000	0.000	0.000	0.062	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.030	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.013
3511	0.000	0.001	0.000	0.002	0.000	0.001	0.000	0.004	0.006	0.002	0.001	0.011	0.000	0.005	0.001	0.000	0.000	0.001	0.000	0.000	1.000	0.000	0.000	0.001	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.001	0.000	0.092	0.000	0.000	0.001	0.104	0.001	0.001	0.000	0.000	0.000	0.000	0.613	0.000	0.000	0.000	0.000	0.030	0.000	0.006	0.000	0.000	0.000	0.003	0.003	0.000	0.001	0.556	0.002	0.014	0.000	0.000	0.001	0.000	0.000	0.000	0.005	0.000	0.003	0.000	0.000	0.973	0.011
3512	0.488	0.000	0.001	0.034	0.000	0.001	0.001	0.010	0.011	0.001	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.001	0.001	0.002	0.000	0.000	0.000	0.000	0.053	0.000	0.001	0.000	0.000	0.000	0.000	0.004	0.001	0.001	0.000	0.004	0.001	0.038	0.000	0.000	0.000	0.003	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.026	0.000	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.009	0.036
3513	0.000	0.000	0.001	0.064	0.000	0.000	0.000	0.037	0.026	0.006	0.003	0.000	0.264	0.034	0.279	0.000	0.000	0.017	0.006	0.001	0.000	0.000	0.000	0.253	0.018	0.001	0.002	0.001	0.000	0.000	0.000	0.000	0.004	0.001	0.001	0.027	0.002	0.047	0.037	0.000	0.004	0.005	0.000	0.372	0.004	0.000	0.000	0.000	0.001	0.005	0.000	0.000	0.004	0.022	0.003	0.021	0.000	0.000	0.001	0.011	0.003	0.000	0.185	0.000	0.000	0.013	0.000	0.001	0.002	0.000	0.001	0.000	0.020	0.000	0.142	0.002	0.013	0.001	0.058
