id	C4	C13	C37	C50	C59	C75	C78	C86	C118	C123	C135	C160	C176	C190	C215	C245	C258	C259	C261	C262	C278	C289	C291	C321	C324	C338	C339	C341	C347	C402	C408	C436	C472	C475	C476	C481	C504	C1167	C1248	C1262	C1286	C1292	C1345	C1349	C1358	C1390	C1391	C1510	C1541	C1548	C1549	C1552	C1564	C1669	C1712	C1765	C1796	C1970	C1985	C2048	C2124	C2309	C2343	C2448	C2449	C2646	C2947	C3082	C3403	C3450	C3473	C3679	C3854	C3879	C3884	C4073	C4103	C4131	C4136
1968	0.000	0.000	0.022	0.001	0.000	0.000	0.000	0.000	0.001	0.021	0.018	0.000	0.000	0.628	0.000	0.000	0.000	0.000	0.218	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.165	0.000	0.000	0.031	0.001	0.000	0.000	0.000	0.000	0.984	0.992	0.894	0.000	0.000	0.000	0.000	0.133	0.000	0.829	0.000	0.084	0.000	0.000	0.889	0.000	0.001	0.000	0.000	0.209	0.000	0.000	0.032	0.000	0.000	0.628	0.881	0.000	0.000	0.000	0.624	0.000	0.003
1971	0.000	0.000	0.008	0.003	0.000	0.000	0.000	0.017	0.006	0.016	0.012	0.000	0.001	0.487	0.000	0.000	0.000	0.002	0.010	0.000	0.000	0.000	0.000	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.008	0.000	0.663	0.000	0.000	0.013	0.040	0.000	0.001	0.000	0.000	0.305	0.004	0.000	0.001	0.001	0.000	0.002	0.034	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.007	0.000	0.000	0.047	0.000	0.000	0.015	0.000	0.000	0.113	0.000	0.000	0.010	0.000	0.537	0.000	0.021
1973	0.000	0.000	0.001	0.104	0.000	0.000	0.000	0.031	0.125	0.018	0.000	0.000	0.001	0.000	0.001	0.000	0.000	0.273	0.003	0.387	0.000	0.000	0.000	0.000	0.770	0.148	0.192	0.250	0.000	0.000	0.000	0.000	0.229	0.001	0.002	0.031	0.002	0.034	0.000	0.000	0.000	0.539	0.000	0.000	0.061	0.000	0.000	0.000	0.000	0.002	0.355	0.001	0.000	0.743	0.152	0.000	0.000	0.000	0.146	0.000	0.000	0.000	0.001	0.000	0.000	0.020	0.013	0.098	0.003	0.000	0.001	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.018
1974	0.000	0.000	0.753	0.008	0.194	0.000	0.000	0.006	0.005	0.002	0.000	0.000	0.039	0.039	0.064	0.000	0.000	0.000	0.926	0.001	0.000	0.000	0.000	0.077	0.004	0.000	0.006	0.001	0.000	0.000	0.000	0.000	0.007	0.000	0.733	0.005	0.000	0.005	0.003	0.000	0.000	0.001	0.000	0.002	0.007	0.208	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.042	0.003	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.051	0.000	0.000	0.005	0.000	0.002	0.006	0.000	0.008	0.000	0.003	0.000	0.022	0.001	0.085	0.000	0.033
1975	0.000	0.000	0.015	0.064	0.001	0.000	0.000	0.014	0.022	0.011	0.099	0.000	0.008	0.332	0.000	0.000	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.041	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.003	0.016	0.000	0.008	0.003	0.000	0.237	0.000	0.000	0.010	0.001	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.000	0.000	0.005	0.000	0.000	0.016	0.000	0.001	0.000	0.000	0.000	0.004	0.000	0.013	0.001	0.040
1976	0.000	0.000	0.001	0.059	0.000	0.000	0.000	0.168	0.659	0.053	0.001	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.162	0.000	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.230	0.000	0.002	0.001	0.000	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.074
1977	0.000	0.000	0.042	0.041	0.001	0.000	0.000	0.130	0.670	0.107	0.002	0.000	0.027	0.059	0.000	0.000	0.001	0.030	0.052	0.000	0.000	0.000	0.000	0.572	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.014	0.054	0.000	0.174	0.001	0.000	0.007	0.123	0.000	0.018	0.008	0.005	0.026	0.000	0.000	0.014	0.007	0.000	0.005	0.629	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.052	0.000	0.000	0.095	0.000	0.000	0.159	0.000	0.001	0.023	0.000	0.000	0.484	0.000	0.197	0.001	0.064
1978	0.000	0.052	0.002	0.009	0.000	0.681	0.125	0.008	0.039	0.006	0.001	0.652	0.004	0.001	0.000	0.015	0.001	0.000	0.002	0.000	0.999	0.082	0.268	0.005	0.000	0.000	0.000	0.000	0.052	0.000	0.000	0.292	0.000	0.195	0.001	0.004	0.000	0.045	0.000	0.055	0.000	0.053	0.746	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.058	0.000	0.000	0.043	0.001	0.000	0.000	0.000	0.084	0.001	0.474	0.194	0.063	0.000	0.000	0.004	0.000	0.000	0.001	0.000	0.229	0.252	0.001	0.002	0.997	0.721
1979	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.001	0.004	0.000	0.000	0.000	0.000	0.000	0.005	0.000	0.000	0.270	0.000	0.001	0.000	0.000	0.000	0.000	0.332	0.001	0.000	0.001	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.001	0.012	0.020	0.000	0.000	0.000	0.276	0.000	0.000	0.001	0.000	0.000	0.000	0.924	0.265	0.001	0.000	0.257	0.255	0.002	0.033	0.000	0.000	0.001	0.434	0.014	0.000	0.001	0.000	0.000	0.045	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.019	0.036	0.000	0.000	0.004
1980	0.000	0.000	0.061	0.073	0.005	0.000	0.000	0.001	0.005	0.007	0.013	0.000	0.002	0.212	0.002	0.000	0.000	0.001	0.114	0.000	0.000	0.000	0.000	0.001	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.009	0.001	0.000	0.317	0.000	0.000	0.047	0.007	0.000	0.003	0.000	0.002	0.998	0.988	0.001	0.000	0.000	0.000	0.001	0.106	0.001	0.455	0.000	0.185	0.004	0.000	0.552	0.000	0.002	0.000	0.000	0.151	0.000	0.000	0.006	0.000	0.010	0.258	0.546	0.000	0.003	0.001	0.382	0.000	0.006
1981	0.000	0.000	0.000	0.177	0.000	0.000	0.000	0.126	0.277	0.013	0.000	0.001	0.003	0.000	0.000	0.000	0.003	0.221	0.001	0.065	0.000	0.000	0.000	0.001	0.074	0.000	0.013	0.028	0.000	0.000	0.000	0.000	0.016	0.001	0.000	0.044	0.004	0.216	0.000	0.000	0.000	0.734	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.002	0.013	0.000	0.255	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.033	0.005	0.007	0.004	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.198
1982	0.000	0.000	0.000	0.022	0.000	0.000	0.000	0.001	0.067	0.001	0.000	0.000	0.002	0.000	0.000	0.000	0.608	0.917	0.001	0.003	0.000	0.000	0.000	0.003	0.714	0.001	0.001	0.002	0.000	0.000	0.000	0.000	0.079	0.001	0.001	0.002	0.001	0.007	0.000	0.000	0.000	0.789	0.000	0.003	0.006	0.000	0.000	0.000	0.000	0.002	0.004	0.626	0.002	0.206	0.113	0.000	0.000	0.000	0.392	0.001	0.000	0.000	0.000	0.000	0.000	0.014	0.000	0.001	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004
1983	0.000	0.000	0.000	0.062	0.000	0.000	0.000	0.009	0.030	0.002	0.000	0.000	0.001	0.003	0.001	0.000	0.000	0.000	0.001	0.174	0.000	0.000	0.000	0.001	0.011	0.047	0.011	0.022	0.000	0.000	0.000	0.000	0.053	0.002	0.000	0.006	0.001	0.109	0.001	0.000	0.000	0.034	0.000	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.092	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.043	0.000	0.213	0.001	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.001	0.001	0.020
1984	0.000	0.173	0.006	0.004	0.000	0.027	0.004	0.006	0.011	0.005	0.004	0.001	0.000	0.018	0.000	0.001	0.000	0.002	0.001	0.000	1.000	0.008	0.001	0.001	0.525	0.000	0.000	0.000	0.173	0.981	0.962	0.002	0.000	0.002	0.000	0.003	0.000	0.069	0.000	0.010	0.003	0.005	0.028	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.004	0.001	0.979	0.959	0.005	0.000	0.000	0.005	0.953	0.001	0.000	0.000	0.002	0.000	0.000	0.004	0.074	0.050
1985	0.000	0.000	0.001	0.176	0.001	0.000	0.000	0.014	0.091	0.002	0.000	0.000	0.002	0.001	0.000	0.000	0.000	0.008	0.001	0.936	0.000	0.000	0.000	0.003	0.258	0.129	0.857	0.035	0.000	0.000	0.000	0.000	0.003	0.001	0.001	0.043	0.221	0.045	0.000	0.000	0.000	0.003	0.000	0.001	0.001	0.001	0.000	0.000	0.000	0.001	0.017	0.000	0.000	0.033	0.001	0.000	0.000	0.000	0.010	0.000	0.000	0.000	0.001	0.000	0.000	0.139	0.260	0.596	0.001	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.086
1986	0.000	0.000	0.000	0.031	0.000	0.000	0.000	0.006	0.039	0.002	0.000	0.000	0.002	0.000	0.009	0.000	0.000	0.008	0.000	0.719	0.000	0.000	0.000	0.001	0.150	0.549	0.286	0.474	0.000	0.000	0.000	0.000	0.384	0.001	0.000	0.007	0.008	0.038	0.000	0.000	0.000	0.008	0.000	0.000	0.130	0.000	0.000	0.000	0.000	0.005	0.001	0.000	0.001	0.161	0.100	0.000	0.000	0.000	0.073	0.000	0.000	0.000	0.001	0.000	0.000	0.079	0.003	0.587	0.001	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.014
1987	0.000	0.000	0.000	0.177	0.000	0.000	0.000	0.006	0.492	0.001	0.000	0.000	0.001	0.000	0.003	0.000	0.000	0.000	0.003	0.228	0.000	0.000	0.000	0.002	0.194	0.103	0.126	0.006	0.000	0.000	0.000	0.000	0.006	0.001	0.000	0.006	0.003	0.073	0.000	0.000	0.000	0.001	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.062	0.004	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.061	0.001	0.164	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.014
1988	0.435	0.004	0.000	0.001	0.000	0.732	0.157	0.001	0.002	0.000	0.000	0.012	0.000	0.000	0.000	0.063	0.000	0.000	0.000	0.000	0.998	0.001	0.004	0.000	0.001	0.000	0.000	0.000	0.004	0.019	0.017	0.968	0.000	0.010	0.000	0.000	0.000	0.146	0.000	0.572	0.000	0.000	0.563	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.077	0.000	0.000	0.000	0.000	0.100	0.000	0.866	0.821	0.002	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.806	0.001	0.000	0.000	0.969	0.916
1989	0.000	0.000	0.001	0.038	0.001	0.000	0.000	0.002	0.017	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.084	0.001	0.043	0.000	0.000	0.000	0.001	0.473	0.021	0.058	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.001	0.003	0.004	0.018	0.000	0.000	0.000	0.003	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.118	0.000	0.000	0.004	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.003	0.000	0.024	0.000	0.000	0.002	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.012
1990	0.564	0.041	0.000	0.011	0.000	0.160	0.230	0.003	0.017	0.001	0.000	0.140	0.000	0.000	0.000	0.032	0.000	0.000	0.000	0.000	0.996	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.041	0.000	0.000	0.206	0.001	0.071	0.000	0.001	0.000	0.014	0.000	0.021	0.000	0.000	0.395	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.009	0.000	0.000	0.048	0.000	0.000	0.000	0.000	0.191	0.000	0.442	0.266	0.011	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.669	0.002	0.000	0.000	0.880	0.530
1991	0.926	0.985	0.000	0.003	0.000	0.011	0.026	0.000	0.002	0.000	0.000	0.011	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.759	1.000	0.000	0.000	0.000	0.003	0.020	0.005	0.001	0.984	0.000	0.000	0.053	0.000	0.205	0.000	0.000	0.000	0.002	0.000	0.003	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.001	0.000	0.003	0.000	0.000	0.021	0.000	0.856	0.738	0.001	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.014	0.000	0.000	0.000	0.285	0.035
1992	0.000	0.000	0.108	0.043	0.002	0.000	0.000	0.036	0.069	0.214	0.003	0.001	0.009	0.047	0.000	0.000	0.000	0.000	0.420	0.000	0.000	0.000	0.000	0.055	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.025	0.037	0.000	0.043	0.001	0.000	0.002	0.006	0.000	0.004	0.008	0.012	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.330	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.014	0.000	0.000	0.009	0.000	0.000	0.284	0.000	0.001	0.006	0.000	0.000	0.021	0.000	0.249	0.001	0.168
1993	0.000	0.000	0.006	0.014	0.001	0.000	0.000	0.009	0.129	0.006	0.254	0.000	0.088	0.053	0.000	0.000	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.597	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.003	0.009	0.000	0.009	0.026	0.000	0.367	0.000	0.000	0.022	0.006	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.002	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.003	0.000	0.016
1994	0.000	0.000	0.000	0.021	0.001	0.000	0.000	0.002	0.030	0.001	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.140	0.001	0.793	0.000	0.000	0.000	0.000	0.143	0.366	0.590	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.001	0.003	0.020	0.004	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.198	0.001	0.000	0.001	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.008	0.001	0.642	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.011
1995	0.000	0.000	0.007	0.511	0.001	0.000	0.000	0.792	0.136	0.529	0.001	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.776	0.000	0.000	0.000	0.000	0.011	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.801	0.000	0.003	0.001	0.000	0.002	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.672	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.475
1996	0.000	0.000	0.003	0.762	0.000	0.001	0.000	0.423	0.373	0.031	0.000	0.002	0.005	0.000	0.000	0.000	0.011	0.485	0.008	0.045	0.000	0.000	0.000	0.005	0.094	0.000	0.025	0.011	0.000	0.000	0.000	0.000	0.008	0.002	0.003	0.405	0.008	0.064	0.001	0.000	0.000	0.186	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.003	0.066	0.016	0.001	0.177	0.005	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.001	0.000	0.000	0.149	0.003	0.008	0.016	0.000	0.002	0.000	0.000	0.000	0.020	0.000	0.000	0.002	0.210
1997	0.000	0.000	0.006	0.171	0.002	0.000	0.000	0.059	0.283	0.026	0.048	0.000	0.110	0.319	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.261	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.003	0.054	0.000	0.052	0.051	0.000	0.133	0.001	0.000	0.216	0.001	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.070	0.000	0.000	0.016	0.000	0.000	0.012	0.000	0.001	0.000	0.000	0.000	0.119	0.000	0.128	0.001	0.038
1998	0.000	0.000	0.000	0.063	0.000	0.000	0.000	0.010	0.012	0.002	0.000	0.000	0.000	0.000	0.016	0.000	0.000	0.000	0.001	0.320	0.000	0.000	0.000	0.000	0.014	0.285	0.021	0.095	0.000	0.000	0.000	0.000	0.101	0.001	0.000	0.004	0.002	0.685	0.000	0.000	0.000	0.005	0.000	0.000	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.162	0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.188	0.001	0.221	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.016
1999	0.000	0.000	0.094	0.049	0.053	0.000	0.000	0.030	0.092	0.006	0.352	0.001	0.220	0.186	0.045	0.000	0.000	0.324	0.310	0.000	0.000	0.000	0.000	0.276	0.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.000	0.117	0.009	0.000	0.303	0.030	0.000	0.415	0.194	0.000	0.351	0.021	0.082	0.338	0.134	0.002	0.489	0.000	0.000	0.722	0.316	0.005	0.000	0.000	0.086	0.044	0.544	0.000	0.000	0.028	0.000	0.000	0.150	0.000	0.000	0.004	0.000	0.045	0.041	0.000	0.000	0.923	0.598	0.017	0.000	0.015
2000	0.000	0.000	0.002	0.295	0.003	0.000	0.000	0.196	0.311	0.239	0.006	0.000	0.010	0.046	0.000	0.000	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.007	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.002	0.084	0.000	0.042	0.010	0.000	0.009	0.002	0.000	0.001	0.005	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.149	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.000	0.000	0.089	0.000	0.000	0.045	0.000	0.000	0.000	0.000	0.000	0.284	0.000	0.004	0.001	0.070
2001	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.004	0.074	0.005	0.000	0.000	0.000	0.020	0.002	0.000	0.000	0.761	0.000	0.000	0.000	0.000	0.000	0.001	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.001	0.121	0.000	0.000	0.000	0.507	0.000	0.001	0.001	0.000	0.000	0.001	0.908	0.336	0.106	0.000	0.108	0.664	0.000	0.111	0.000	0.000	0.000	0.495	0.175	0.000	0.002	0.000	0.000	0.274	0.000	0.000	0.003	0.000	0.000	0.001	0.138	0.000	0.041	0.023	0.010	0.000	0.008
2002	0.000	0.000	0.031	0.030	0.037	0.000	0.000	0.001	0.025	0.029	0.019	0.000	0.190	0.350	0.012	0.000	0.000	0.005	0.338	0.001	0.000	0.000	0.000	0.170	0.097	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.002	0.001	0.085	0.002	0.001	0.341	0.039	0.000	0.027	0.003	0.000	0.245	0.002	0.033	0.953	0.908	0.015	0.002	0.000	0.000	0.005	0.021	0.001	0.285	0.000	0.371	0.001	0.003	0.252	0.000	0.311	0.000	0.000	0.103	0.000	0.000	0.033	0.000	0.033	0.480	0.325	0.000	0.015	0.012	0.130	0.001	0.014
2003	0.000	0.000	0.017	0.005	0.001	0.000	0.000	0.011	0.145	0.003	0.025	0.000	0.036	0.512	0.000	0.000	0.000	0.008	0.340	0.000	0.000	0.000	0.000	0.287	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.004	0.005	0.000	0.293	0.005	0.000	0.195	0.019	0.000	0.018	0.005	0.003	0.416	0.026	0.000	0.001	0.003	0.000	0.000	0.100	0.000	0.001	0.000	0.003	0.000	0.000	0.001	0.000	0.100	0.000	0.000	0.052	0.000	0.000	0.004	0.000	0.001	0.057	0.001	0.000	0.005	0.000	0.199	0.000	0.026
2004	0.000	0.000	0.001	0.040	0.000	0.000	0.000	0.002	0.028	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.220	0.000	0.000	0.000	0.001	0.530	0.081	0.323	0.033	0.000	0.000	0.000	0.000	0.108	0.002	0.000	0.003	0.011	0.068	0.000	0.000	0.000	0.013	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.204	0.044	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.002	0.119	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.012
2005	0.000	0.000	0.009	0.181	0.004	0.000	0.000	0.293	0.153	0.020	0.022	0.001	0.826	0.897	0.035	0.000	0.000	0.001	0.138	0.000	0.000	0.000	0.000	0.836	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.001	0.007	0.054	0.000	0.225	0.467	0.000	0.049	0.018	0.000	0.667	0.008	0.005	0.016	0.013	0.000	0.001	0.000	0.000	0.002	0.158	0.010	0.001	0.000	0.057	0.004	0.000	0.000	0.000	0.675	0.000	0.000	0.396	0.000	0.000	0.011	0.000	0.002	0.029	0.001	0.000	0.273	0.007	0.551	0.001	0.074
2006	0.000	0.000	0.001	0.113	0.000	0.000	0.000	0.003	0.018	0.002	0.000	0.000	0.005	0.000	0.001	0.000	0.000	0.001	0.001	0.975	0.000	0.000	0.000	0.002	0.107	0.274	0.965	0.247	0.000	0.000	0.000	0.000	0.016	0.000	0.001	0.007	0.039	0.011	0.001	0.000	0.000	0.002	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.046	0.005	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.001	0.000	0.000	0.052	0.216	0.780	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.017
2007	0.000	0.000	0.003	0.729	0.001	0.000	0.001	0.276	0.065	0.004	0.001	0.000	0.003	0.001	0.004	0.000	0.471	0.918	0.022	0.004	0.000	0.000	0.000	0.003	0.102	0.001	0.004	0.004	0.000	0.000	0.000	0.000	0.008	0.000	0.004	0.178	0.002	0.033	0.001	0.000	0.000	0.798	0.000	0.004	0.007	0.001	0.000	0.001	0.008	0.001	0.075	0.532	0.001	0.387	0.005	0.014	0.000	0.000	0.015	0.609	0.005	0.000	0.001	0.000	0.000	0.103	0.001	0.002	0.002	0.000	0.006	0.000	0.026	0.000	0.034	0.001	0.001	0.000	0.030
2008	0.000	0.000	0.001	0.034	0.003	0.000	0.000	0.007	0.012	0.002	0.003	0.000	0.097	0.222	0.226	0.000	0.000	0.057	0.005	0.000	0.000	0.000	0.000	0.112	0.274	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.008	0.000	0.002	0.006	0.005	0.090	0.028	0.000	0.005	0.072	0.000	0.275	0.009	0.004	0.000	0.001	0.337	0.006	0.012	0.000	0.025	0.079	0.007	0.090	0.000	0.000	0.014	0.119	0.034	0.000	0.421	0.000	0.000	0.118	0.000	0.000	0.001	0.000	0.003	0.001	0.095	0.000	0.013	0.006	0.147	0.000	0.011
2009	0.000	0.000	0.048	0.134	0.013	0.000	0.000	0.123	0.415	0.012	0.009	0.000	0.145	0.165	0.000	0.000	0.000	0.001	0.041	0.003	0.000	0.000	0.000	0.395	0.195	0.001	0.002	0.001	0.000	0.000	0.000	0.000	0.009	0.000	0.054	0.060	0.000	0.307	0.010	0.000	0.022	0.017	0.000	0.311	0.006	0.025	0.030	0.000	0.000	0.000	0.001	0.000	0.000	0.100	0.003	0.000	0.000	0.034	0.049	0.000	0.000	0.000	0.279	0.000	0.000	0.118	0.000	0.001	0.014	0.000	0.013	0.037	0.000	0.000	0.191	0.000	0.371	0.001	0.028
2010	0.126	0.000	0.000	0.025	0.000	0.001	0.000	0.006	0.019	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.003	0.000	0.001	0.000	0.000	0.000	0.001	0.223	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.000	0.007	0.001	0.031	0.000	0.000	0.000	0.001	0.000	0.005	0.001	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.009	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.001	0.000	0.000	0.004	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.002	0.020
2011	0.000	0.172	0.000	0.002	0.000	0.803	0.625	0.036	0.012	0.014	0.000	0.726	0.001	0.001	0.000	0.485	0.001	0.000	0.005	0.000	1.000	0.407	0.619	0.001	0.000	0.000	0.000	0.001	0.170	0.000	0.000	0.722	0.000	0.574	0.000	0.015	0.000	0.004	0.000	0.013	0.000	0.019	0.792	0.000	0.001	0.000	0.000	0.001	0.047	0.000	0.000	0.000	0.000	0.042	0.000	0.000	0.530	0.000	0.002	0.000	0.000	0.563	0.001	0.160	0.062	0.927	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.042	0.018	0.000	0.004	0.964	0.897
2013	0.000	0.000	0.002	0.571	0.001	0.000	0.000	0.110	0.207	0.041	0.002	0.001	0.011	0.018	0.001	0.000	0.000	0.004	0.007	0.002	0.000	0.000	0.000	0.017	0.098	0.001	0.002	0.002	0.000	0.000	0.000	0.000	0.042	0.001	0.001	0.049	0.000	0.156	0.004	0.000	0.003	0.013	0.000	0.007	0.057	0.001	0.001	0.000	0.000	0.000	0.003	0.000	0.001	0.485	0.016	0.000	0.000	0.006	0.223	0.000	0.000	0.000	0.012	0.000	0.000	0.317	0.000	0.001	0.042	0.000	0.001	0.008	0.000	0.000	0.023	0.000	0.011	0.003	0.033
2014	0.000	0.000	0.002	0.012	0.001	0.000	0.000	0.003	0.011	0.002	0.199	0.000	0.028	0.017	0.000	0.000	0.000	0.000	0.043	0.000	0.000	0.000	0.000	0.084	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.001	0.001	0.003	0.000	0.003	0.020	0.000	0.484	0.000	0.000	0.003	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.009
