id	cid
1493	21412049
3738	88025614
536	5320286
2391	87483643
3417	11785609
2129	131832861
3646	137146573
903	101110124
600	117863693
1683	101768215
2847	87751362
4858	70583628
3685	123386550
3056	101058556
4773	91846600
3452	102049655
582	75534905
3398	90384964
3473	58899190
530	105452655
2690	101776333
2810	21672520
2553	66803753
1203	93045
814	119097987
1319	121242130
2473	68113573
3829	87947857
4652	123561517
4842	122611008
1751	71734604
4660	88372717
1051	138906811
2540	139503744
1309	136835105
2663	20011558
3079	130030099
2842	54378823
4310	134100458
4346	53818793
1624	196333
2969	2886873
751	165284
4062	21808627
4301	56240039
466	89730259
216	91461721
4632	101929007
1340	103495
2498	129811208
547	522777
468	16109838
2518	101607331
3370	11028206
3521	51136396
4600	23392831
1096	20542357
3266	67290023
2337	101844621
460	91856398
1700	9928190
3387	58544143
2178	10921854
1603	32215602
4326	22788038
2429	10985417
2522	135208601
2921	18611946
4752	57509459
2115	87737583
705	101108813
1139	101098644
3966	10929701
172	173
1112	101268272
4409	10794751
3435	70260935
1860	77078488
2996	88555108
4515	58498476
1460	118509121
1597	557758
2787	87207171
4267	88325512
4006	69179149
800	101128590
4076	129845678
2718	21847167
2152	25242981
4261	20563775
1364	138052
2752	12533772
455	85587810
4567	101845047
474	89314144
3320	24380668
4307	87209150
1414	128859
1560	131833185
1675	101942333
4452	135627043
399	129775689
3909	12425863
2448	81640352
173	21185326
2029	10154119
4410	13099240
1569	10317157
3499	10833345
3184	60112565
2562	10604374
1563	349300
3995	117665300
1219	89630266
4716	78319460
1807	138398663
4167	38363079
3294	87184549
2339	10633211
4056	60060312
1900	68448945
3159	9960132
2908	11828578
2257	10841930
4206	87326511
787	15160524
2731	5320519
2923	91820441
1209	15752071
1437	13485913
1007	13916138
633	87207171
462	75368746
1217	102023794
927	89423018
4308	121242130
2995	24179845
4314	57063938
750	69117
1103	135173210
3176	87733846
3378	5746354
2838	17806686
2062	22347809
1194	10994318
2151	22818305
1253	71209841
2887	56776291
1996	129852666
4411	131839757
4469	13558029
2763	46841807
746	5127523
105	58512738
4101	5312876
2557	102422529
4483	19698825
1284	71402186
3214	21888983
3997	102333345
2825	101006308
3883	123117160
2795	101696968
1004	134459
1878	18667129
169	3084276
2521	129887519
2589	68417320
378	3017884
3354	89029895
2544	21432362
1929	5312791
2200	54473656
609	11266
2250	242196
3921	91221682
3687	159144
2076	102272379
3629	21412049
4840	87082895
3292	20710605
2779	10322600
4315	88426003
2450	137193368
1516	118087855
2667	102382410
4510	88792057
2003	56838659
1155	10671563
1811	5317187
433	349300
2744	53996976
1046	54578037
3599	66633188
771	340
1674	101773208
2732	129190587
2340	89314003
3619	87480016
1531	127027031
4442	12234084
3091	1669833
4178	4575238
3264	88650959
1164	21888985
1852	58953032
1610	102022915
2201	58498476
1673	138736419
1640	56005248
1866	13843363
3513	69122434
4533	18651742
2845	18347273
2972	100952797
4400	87455785
1108	11004866
134	10110327
3554	458186
259	44559788
4025	75231
2652	71552451
616	91341475
1808	10628054
1501	71373801
2140	82693368
2084	102161567
4481	87662275
120	72208217
1255	16109838
1517	129852666
3178	5315632
3306	101162052
3758	89150877
3344	53797737
1614	2266
318	71404987
1122	534329
2504	5282986
2939	101254107
2898	601562
3061	44583907
2702	11185662
2994	139588346
2019	54110441
1344	89255564
2942	57390294
3083	131841438
1180	101058556
3459	101638824
1048	122671404
851	181681
1165	101937519
4384	101467564
1611	3082301
1304	131230563
164	298745
3368	101340238
4539	57126480
3238	100999472
382	15382485
2400	122186904
1403	19806436
2556	87737583
4701	22644280
2823	54114556
1099	15034323
4835	87834821
3589	88682593
3326	71433926
645	91489460
1951	129775689
3419	10459
3504	130026576
1670	130471841
3122	53889075
866	8487
2804	57523283
1927	19936053
3385	102237726
136	53931246
1201	59770639
498	106312
3867	21415740
2632	54108540
984	71552450
2821	57429265
2406	71404704
3351	54578037
3565	135039491
3889	132934567
3693	2858331
3710	86289868
3412	21054127
185	9970659
3519	57509294
1558	2775159
3777	130356775
1049	191114
695	13935238
3641	12215166
3301	3293164
2087	91757748
3156	136339417
1658	118535903
2061	69122434
2516	54392722
1065	88920744
806	131129
4702	68875034
3073	117328143
2627	69122434
1236	101996850
235	101575621
4065	68316992
4636	10691524
3447	21430879
4311	57283971
2606	22981387
4318	130184953
1533	51349456
407	105452655
2166	66803753
2216	2728799
3765	102161565
2532	57680375
692	3076160
765	50909877
4029	47796
4024	101066520
1835	87909352
1756	121009314
3569	20313756
2475	89585379
186	539904
4866	122693931
1269	56936280
2478	91846805
3884	90225146
4286	101080858
1261	87861807
1285	19760424
4238	5318411
2879	12107645
3097	18748105
2083	89235604
2510	44275812
86	14040667
2953	10921854
3423	130024613
1230	102593432
1453	55264599
2495	73118
3982	539130
2232	129051723
3397	5110617
2090	88574948
4648	137451126
4371	69905256
963	91329018
2447	3535798
3337	5312902
766	101936031
1525	67676633
4408	134558054
3750	57294266
2929	138825581
2741	11674524
2333	57274603
248	59964377
1757	67811021
1950	12736
1864	21403168
1023	5312888
596	130356775
4755	54439779
2360	88503784
3643	13915243
1838	103223987
2956	53902114
559	102512215
3407	87552030
2831	3603902
4403	10417396
1262	102022916
2511	132594969
682	101609020
1413	58750524
3391	91420862
367	131834110
2469	326445
1784	71368032
1010	164893
3675	160576
941	57689058
4737	111267
4170	2266
2573	71179568
331	25015668
4164	88860671
3552	138269
1665	102113592
3987	57186223
3322	66991950
1153	133082572
1968	132566271
2432	130113644
4491	102079638
4132	44542595
3182	11594809
3627	2728799
1906	20710605
4548	69993246
4013	11140591
258	245853
3664	7428
1532	59243542
2242	91857680
683	23052246
1160	79567001
17	10601609
715	191685
2013	69679614
3760	100998033
701	90069123
2107	20678348
3190	102161310
1471	137068443
2554	18539716
1583	18369036
1426	58771499
2820	557758
840	11003703
2811	21412049
1904	10696407
1709	130024613
4253	102033147
3728	53932660
3339	24749
4118	219890
1933	118726327
1163	138506198
3261	102393544
3795	219934
354	71726069
1323	89512875
4564	22266544
4015	443024
3705	70761
1456	137682651
1568	71311235
2936	87502874
3256	102254260
2386	89188638
3367	88701470
1921	10985417
1452	100929806
374	21634259
4514	22715320
3451	75534905
377	101792611
907	18539716
678	22670769
3336	14035432
2014	130024613
1266	101863446
2559	72703241
1749	136156273
3104	5150859
1688	13366073
2088	101575621
3342	89519449
3715	443340
2332	138533322
504	18546963
1863	102440546
110	12736
3361	15736681
1500	5360286
995	102509218
3440	87546077
4627	102588659
1963	63556416
4671	31242
757	43
1706	102076958
2546	101297611
1566	137446185
174	12400820
4465	117960777
3461	58871500
1510	58351268
2390	191685
2755	152226
4437	123643546
140	54514700
2128	50922855
742	136409241
3403	460185
3674	118509121
2370	118509016
3797	21578214
4019	88941507
1704	20730791
4430	118888928
4049	87696716
1299	14077410
3766	129721918
3700	88706779
3183	21885414
4423	70108075
2066	19427578
1383	44601585
4284	10029041
1991	172548
1847	88572302
3198	21507802
3812	139260690
4795	55514296
4317	7802
3529	12593473
2662	118520045
2056	15816
3007	15816
4798	71261436
671	130033957
2866	101340238
1110	12760708
3907	118013041
2248	61292769
1604	22759042
4779	110629079
412	22644280
3041	21783590
2890	3082301
2099	10648327
1708	87082895
3001	21637592
1465	10985511
2050	44590530
4363	10783205
2236	60204144
55	87494913
4542	131832849
2920	134471223
1690	117072432
3759	23045394
2506	2019574
4681	10883329
2668	70499995
4475	87325946
4014	101258607
4266	101575621
1680	102161565
297	129720095
116	11686123
3980	102313509
2006	54412087
3027	102237726
2459	101955862
3647	10923258
3418	102236983
4836	21594161
1159	20195694
3620	22035460
2568	19875177
1018	87662678
2399	134891887
376	53494956
4594	130024613
1916	422034
2249	548902
4889	19266560
419	102007868
853	370
2284	87184549
4130	254774
4436	90239143
3372	70501462
1691	88254666
1994	121306502
4657	20693482
4373	87834821
1357	225008
2711	88745704
3571	91219909
3402	107834436
1314	22594736
3487	87082895
3136	61353
848	21578031
4633	127043597
1876	519541
424	131835548
4511	3705743
1222	44559235
329	349300
3749	10633211
286	53494956
227	12164063
3334	101996850
3651	117705371
12	346152
40	2266
49	1143
68	15816
71	5192
191	45783154
233	323273
236	604
237	311
240	9476
243	174003
257	9476
272	151152
281	6325020
293	153946
298	153946
311	6325020
316	9476
361	10264
383	91143058
394	525
416	153946
482	752
495	107848
496	89640
512	12312977
676	174626
684	7314
732	10787
735	77
802	607
846	9476
869	10322600
1019	14466051
1196	10322600
1485	102482974
1490	5315599
1549	342
1641	62453
1725	10005653
1974	24094157
2080	30647
2081	174003
2143	1188
2268	107848
2456	10005653
2486	192437
2585	117072432
2672	10005653
2707	125416295
3020	14137127
3329	54114556
3536	453
3683	10962207
3747	14137127
3786	9961363
3833	525
3868	57694164
4086	1143
4088	174626
4112	604
4249	14137127
4298	342
4484	52928623
4505	21633105
4814	45360253
4879	8778
